"id","name","email","email_verified_at","password","role","department","phone","birth_date","gender","year","major","parent_id","remember_token","created_at","updated_at"
"1057","Annamarie Swaniawski","ricardo05@example.com",NULL,"$2y$12$ypm582fNc81esp7j69YqsuP7M7Yrnfz6Uly/pesOW0Y45LvZDgsp.","student",NULL,"+1-502-494-2134","2005-01-19","female","senior","Computer Science","1182",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:22"
"1058","Emerson Homenick","sfeeney@example.com",NULL,"$2y$12$NzCbr6AKw2LSi/VHEGkgA.4CDe17W/o81BahtTldupq1SHfYQ.04a","student",NULL,"(938) 958-2503","2006-01-28","male","senior","Computer Science","1183",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:23"
"1059","Eleazar Kihn","walter.jackie@example.net",NULL,"$2y$12$9NZti9CbYin3sdIfpFV18eFw2AfCewk0/e8NRBfjgPtXsHWdOc5ba","student",NULL,"+1 (828) 952-1023","2004-10-31","male","senior","Computer Science","1184",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:23"
"1060","Johnpaul Stokes","susana99@example.com",NULL,"$2y$12$05kcS9cJQ5d7pPAF0fRRkull3SOVyscvjsy7LN6aHSRC.1b5N1TQu","student",NULL,"+1 (475) 954-6898","2002-05-16","male","senior","Computer Science","1185",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:23"
"1061","Nils Purdy","vrowe@example.com",NULL,"$2y$12$PXXY0KMq00//fi.VjkuOb.joTL9vzUUY6iud.atYYtsQlKCDivrJe","student",NULL,"606-696-5912","2005-07-20","male","senior","Computer Science","1186",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:23"
"1062","Myrtle Feest","nrempel@example.net",NULL,"$2y$12$tB01GB3vrPD7KIVii2Be4eJzwJ177ymw1YCqCZXqeQNLLPsv7GBJ6","student",NULL,"+12834620607","1996-08-25","female","senior","Computer Science","1187",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:24"
"1063","Thelma Mitchell","nakia.russel@example.net",NULL,"$2y$12$3BJZ8em3flgqe7Nf6EYwWu0C7L2vjXjjf6gIYp257uP5KmDsMxqLu","student",NULL,"(516) 664-2754","1999-04-16","female","senior","Computer Science","1188",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:24"
"1064","Keith Hettinger","green.dean@example.org",NULL,"$2y$12$2tfGRHEShYxoAB1iFXm0MeVFuahnjyPfmuQliA9yRhGhV8sn03oo2","student",NULL,"862.619.5717","1999-09-12","male","senior","Computer Science","1189",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:24"
"1065","Ozella Feil","barton.margarette@example.org",NULL,"$2y$12$9AwHAvuLm9X5JVwulxbISukZs5OFX8RtTWcLZXMpUktHtzl6cmvTu","student",NULL,"(302) 794-4519","2005-11-14","female","senior","Computer Science","1190",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:25"
"1066","Laisha Barrows","marvin.makenna@example.com",NULL,"$2y$12$cyf/c20Dd1.2tSlIl9AnYeTx2q.8n1wnsRuM1jCWHPwGeeRdAOC3O","student",NULL,"+1.914.642.8739","2003-04-12","female","senior","Computer Science","1191",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:25"
"1067","Golden Reilly","grover.turner@example.net",NULL,"$2y$12$1SY8QoGnWIsgxQcpZEwXsOXWv3hAOdBqmG1f3RGSTQYC.xRqqfHnW","student",NULL,"1-934-792-4121","1998-01-13","male","senior","Computer Science","1192",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:25"
"1068","Evelyn Emard","jackeline51@example.org",NULL,"$2y$12$KAcufav5qt4FdtjdQRjEH.ANbPNfHEOzxVL78fH9u5msSlJtPGuKK","student",NULL,"+1 (731) 491-0101","1998-11-23","female","senior","Computer Science","1193",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:25"
"1069","Olaf Block","elyssa60@example.com",NULL,"$2y$12$iRK7tuQjkKod7y4/pfu80uMHD/8uO/HEkw0NH9opCI3ut24klS8Ua","student",NULL,"1-623-553-6248","1995-09-12","male","senior","Computer Science","1194",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:26"
"1070","Kris Mayert","dickinson.georgianna@example.net",NULL,"$2y$12$zivDC96EmSFyTb37kzpOpuaCbLznxHph/dxYEMDTlw3SbsajblzTi","student",NULL,"1-979-545-7493","2002-11-08","male","senior","Computer Science","1195",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:26"
"1071","Mikayla Nienow","jocelyn73@example.net",NULL,"$2y$12$ECUAvNOH2XrPHNurdCxQSepLu57hN8rNpjTH1nPFUU6t.yUt5b3hW","student",NULL,"1-919-762-1744","2003-10-19","female","senior","Computer Science","1196",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:26"
"1072","Jovany Rohan","lester.kling@example.net",NULL,"$2y$12$PTtoUXEpuqRrXc4rsjk.6eE1HW4bcGH3rLsFAWHHYaYaFYVvTGkCK","student",NULL,"816.997.7916","2006-09-09","male","senior","Computer Science","1197",NULL,"2025-04-29 11:02:09","2025-04-29 11:02:26"
"1073","Amiya Casper","candice.johnston@example.net",NULL,"$2y$12$98lEKqdPqekvQOzQVobOH.PtPHE8QNng5kfbw7aRBOI0FcGrYEv3a","student",NULL,"+17542107272","2006-05-09","female","senior","Computer Science","1198",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:27"
"1074","Sabrina Rutherford","carmela12@example.com",NULL,"$2y$12$ygdHy04Ngdcry25hPDufyeOQLub483B5av10OQ3f5dvx/EkBmiDq6","student",NULL,"+1-567-349-2615","2000-07-29","female","senior","Computer Science","1199",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:27"
"1075","Judah Hermann","stoltenberg.marielle@example.org",NULL,"$2y$12$JdpZfVx/U4SIih8C24JuF.Xx4X.5Q95r6v5HXE5pBHf1ah4WJ/mpq","student",NULL,"718-949-2471","1997-10-12","male","senior","Computer Science","1200",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:27"
"1076","Earline West","bernhard.hilbert@example.com",NULL,"$2y$12$FUV5qA1ULflFlXmtNk8qceNnl2Dmo2Xj5RhXQyyy4QNrlIzDrrCd6","student",NULL,"1-757-809-4069","2005-09-09","female","senior","Computer Science","1201",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:28"
"1077","Keeley Gorczany","adan.altenwerth@example.net",NULL,"$2y$12$kuk3PlYRB23XCxkBVcjZx.fAZ6vewVS3pr8XzPfAY9nm/tbM2pURq","student",NULL,"+1-941-606-5131","2000-11-24","male","senior","Computer Science","1202",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:28"
"1078","Yasmin Wolf","lheller@example.org",NULL,"$2y$12$UZWmOyuvjbziS08ZNtCe0ecQqTX5gEWS02zfwIHmn63xH0qryNYdW","student",NULL,"240-736-1780","2002-02-20","female","senior","Computer Science","1203",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:28"
"1079","Gertrude Corwin","tmaggio@example.com",NULL,"$2y$12$7asa./7hmdfb8SH1ebFPAuwUHX5NH9eBkg4lkZ729JF3Ys/UvzCIG","student",NULL,"1-986-620-7916","1999-01-31","female","senior","Computer Science","1204",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:29"
"1080","Matilde Lubowitz","tkoepp@example.org",NULL,"$2y$12$cDz4GQvKAdhtqxTYVOskM.zz1nrfPK4jutxDV9XDyla0/SX.vbQ6K","student",NULL,"682.416.7901","2005-12-29","female","senior","Computer Science","1205",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:30"
"1081","Harley Kreiger","lbalistreri@example.net",NULL,"$2y$12$F0Wih7ME52Aml80iUCabrODmcRT9CSBM7VE.qwvPD2ixaqZPMYWIO","student",NULL,"(480) 426-4248","2003-02-05","male","senior","Computer Science","1206",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:30"
"1082","Brody Cummings","carlotta25@example.com",NULL,"$2y$12$Z0UEoTBTlYMn./jXX/sLGuibnPDTtwYhR70jBmx7rsVOyjO2tdtm2","student",NULL,"+12702183600","2007-03-09","male","senior","Computer Science","1207",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:30"
"1083","Jermaine Aufderhar","terry.karianne@example.com",NULL,"$2y$12$gdRw0Pf.ABYO.wANcMFSvO91sI85H6lG6sGD/6sQAz2lGzUzuNDRu","student",NULL,"+1-949-456-1134","2002-07-12","female","senior","Computer Science","1208",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:30"
"1084","Rosario Strosin","deckow.ewell@example.org",NULL,"$2y$12$QXr2wZdOOhVSISPxl1UQO.FQPH0DunWiinfoTyf1CV.xdQyqMqqKa","student",NULL,"+17403780174","2006-05-16","male","senior","Computer Science","1209",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:31"
"1085","Andreanne Borer","julie94@example.org",NULL,"$2y$12$U2OihURFNWOCAHhofnNiDe7svZ4vrtnCHo3T/qrj4VzPkKp6pzBGq","student",NULL,"816.860.6053","1998-12-22","female","senior","Computer Science","1210",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:31"
"1086","Dewitt Rice","sylvan.bernier@example.org",NULL,"$2y$12$u7A9sRwl73EYf1tW.tmaguCzfkwP38DtfIuUaczZkQ8RzKIGBbIqW","student",NULL,"1-954-785-6890","1997-09-02","male","senior","Computer Science","1211",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:31"
"1087","Zora Littel","morissette.nick@example.net",NULL,"$2y$12$I0lD/cdE.HoWEBx.7IFNo.y1uZ2wugfcPU.n7iR4B8SNXudT0IIGO","student",NULL,"(820) 630-2849","1995-05-19","female","senior","Computer Science","1212",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:31"
"1088","Autumn Ryan","rveum@example.net",NULL,"$2y$12$4pqnZfNQmVCLi2CuG.m0uOz8KLw3PX4udzFaRVo.Q20TymXcLAXTW","student",NULL,"+1-364-342-9753","2000-12-22","female","senior","Computer Science","1213",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:32"
"1089","Flavie Conroy","nitzsche.marcellus@example.com",NULL,"$2y$12$geYhLsBKvDwZV5d.YMu/nOSYBV.bPWwB/pVfdmm6kHte//PX69jb6","student",NULL,"+1-351-339-3230","1996-11-20","female","senior","Computer Science","1214",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:32"
"1090","Jacky Spinka","kendall24@example.com",NULL,"$2y$12$2/Q1DKkM5KZCyHkTTsTh7.y6gQ4w5vA5kNruL1iI6cOEfyF8r1o8C","student",NULL,"+17125565766","2004-04-02","female","senior","Computer Science","1215",NULL,"2025-04-29 11:02:10","2025-04-29 11:02:32"
"1091","Gayle Bode","aeichmann@example.net",NULL,"$2y$12$dTDg9FBDo/gKRvrarTJ1yueFUkyU4UH.yo.yhwNSCqttk78xUPOaS","student",NULL,"229-326-0004","1998-07-03","male","senior","Computer Science","1216",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:33"
"1092","Kaleigh Funk","lboyer@example.com",NULL,"$2y$12$DpHORJaFKUruEZEyBPpPt.jJsDsCd.AilwYpkRiGCLhqbOUWQAg5W","student",NULL,"1-413-698-8055","2002-08-24","male","senior","Computer Science","1217",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:33"
"1093","Eliezer Gusikowski","ignacio98@example.net",NULL,"$2y$12$WucqJqtFivd479Jzq/SVLO3/pyG4ujjVgJKN2f76EEHfQ13zwZI3e","student",NULL,"+1 (251) 866-4998","1996-04-15","male","senior","Computer Science","1218",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:33"
"1094","Quinton Lebsack","ahoppe@example.org",NULL,"$2y$12$bf/fb6F8GiZAMqKrVn9pdOPF42xAM.cG3j1sDokp/Kg3y/SZ7bPfC","student",NULL,"1-575-288-1132","1997-03-19","male","senior","Computer Science","1219",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:33"
"1095","Sincere Friesen","eheidenreich@example.org",NULL,"$2y$12$RAEyaDBnQy5QzKphbp3E7esa4dW/2pJ7yk0hLZ7w3aIKD87Fgeaq.","student",NULL,"(534) 882-7837","1996-05-27","female","senior","Computer Science","1220",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:34"
"1096","Garrick Dooley","vlabadie@example.net",NULL,"$2y$12$xK6337LkSDrgywb09/dCR.EzcApcrXmtuH.GmB6B83FVJysiWTtbe","student",NULL,"(443) 921-4474","1999-07-24","male","senior","Computer Science","1221",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:34"
"1097","Avery Olson","felicity.dach@example.com",NULL,"$2y$12$T5g6N7KcrR7DyqvcmVRDf.89LdT66JKJHiBE47oucw33S19G5.ecK","student",NULL,"+1.720.707.3058","2004-11-08","male","senior","Computer Science","1222",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:34"
"1098","Marlon Lang","jordyn.cremin@example.org",NULL,"$2y$12$1lFHQ9If4Yk18T.AXe9LAOKsxrxswauHkNZOKOFwZ.OnnLCnOTKFW","student",NULL,"908-313-4768","1998-12-26","male","senior","Computer Science","1223",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:34"
"1099","Waino Hegmann","cmayert@example.org",NULL,"$2y$12$hOqn7yQdJ/OpwWHJaW08IesSeR9ccCJ4Ar42t5d88WFlqArFB7lge","student",NULL,"678.734.5503","1996-02-01","male","senior","Computer Science","1224",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:35"
"1100","Reyes Bartell","destini.rippin@example.com",NULL,"$2y$12$.CkYZM93spgs71Vuj91KAuE0mZ06fxid4i9ho4gIeq0j7k5sIxlTS","student",NULL,"+1-930-527-3647","2000-01-05","male","senior","Computer Science","1225",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:35"
"1101","Makenna Bogan","dtremblay@example.com",NULL,"$2y$12$GT1hnIOMNCZphkz.Fi0KZuyMn6hYVGYlF94OBtXDQ18QGAMhulwa6","student",NULL,"1-609-448-0690","2006-07-15","male","senior","Computer Science","1226",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:35"
"1102","Patience Konopelski","cydney.feest@example.org",NULL,"$2y$12$5hpd3ehaV0pyAEQ3wNtbNO/zTEHDM3OWoRpGs2IGegV5TJxl1fNbu","student",NULL,"+1 (870) 534-6230","2005-04-11","female","senior","Computer Science","1227",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:35"
"1103","Caesar Ryan","cayla.mertz@example.net",NULL,"$2y$12$k2IiqRfZ0cPoqwqjqMh0VOzWFYACwR4kQ7wwItQCQk0gZJCG1FzYy","student",NULL,"(952) 830-2510","1996-10-27","male","senior","Computer Science","1228",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:36"
"1104","Kristian Rau","louisa.runolfsdottir@example.org",NULL,"$2y$12$NNnJ3Zsusl97TMPcCWIvcuQI4JCCXCiS8SvFHeMouUmJmeYRopo0u","student",NULL,"+14325893379","2004-08-06","male","senior","Computer Science","1229",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:36"
"1105","Geovany Von","carroll.ima@example.org",NULL,"$2y$12$.edlp8mQKIwq1rFlXtZnpuSN.dcmxDR1DPAPWUDjCnZCBagWdK8ES","student",NULL,"256.331.7071","2002-06-27","male","senior","Computer Science","1230",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:36"
"1106","Viola Ernser","goodwin.dedric@example.com",NULL,"$2y$12$M/uo9szRfyd5tX2z5uk6j.D9bHBqC1uczroob2Xp9Ui2lxHMQ7Rqu","student",NULL,"989.824.7704","1996-09-07","female","senior","Computer Science","1231",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:36"
"1107","Rosemarie O'Conner","ressie.schiller@example.com",NULL,"$2y$12$hFigtMFprl19oSRNGRsp7uEejVsBffhEXQzYoE2HblTuiGb/cc15K","student",NULL,"(331) 214-7936","1995-06-06","female","senior","Computer Science","1232",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:37"
"1108","Loyce Hayes","kenton.hill@example.org",NULL,"$2y$12$qmzHOBmTVkwpNf2Biksesu8pBA2CqaoaLk0bkmg9fOa1/DVnHc6WW","student",NULL,"463-872-2488","2001-03-13","female","senior","Computer Science","1233",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:37"
"1109","Amalia Stoltenberg","josephine67@example.org",NULL,"$2y$12$v5WkvnNMZOOas8Me7PRv4uEcas9WUcLOSHIhjC4kfjVaQRruCICHy","student",NULL,"1-308-344-8060","2004-09-03","female","senior","Computer Science","1234",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:37"
"1110","Lyric Yost","hickle.doyle@example.org",NULL,"$2y$12$3xOlgn5U6.Z61At5DBFJCOA.on5ZRNEkNje/jepnmh5MGo8Ce6qTi","student",NULL,"(682) 759-5980","1995-11-01","male","senior","Computer Science","1235",NULL,"2025-04-29 11:02:11","2025-04-29 11:02:37"
"1111","Westley Flatley","vickie82@example.org",NULL,"$2y$12$W1fsdZdCxiJa9WN5cRQ6tufdwWMDaw/82J94ajSmSbYLvj0NgA6.y","student",NULL,"1-765-444-3520","2002-05-17","male","senior","Computer Science","1236",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:38"
"1112","Wendy Reichert","kaleb59@example.net",NULL,"$2y$12$7w1wjwbdptm.h8D7JlK1FumPxrInL.bcYXyaJG.u4AGqWGGqx9HN.","student",NULL,"+1 (516) 836-9257","2002-10-31","female","senior","Computer Science","1237",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:38"
"1113","Rashad Bayer","reva97@example.net",NULL,"$2y$12$pzbHxr6tp5qTMGzyuvrUQONl36QI.qts67fNxWuYJF9bwXv3TWAiW","student",NULL,"754-912-0507","2005-07-12","male","senior","Computer Science","1238",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:38"
"1114","Ansley Kertzmann","skohler@example.org",NULL,"$2y$12$9SRTGFhuIqXuZalvAQAXe.hDL6BFttEOKMcsbA.vBErQpxorxeYjW","student",NULL,"(657) 558-5929","2004-08-17","male","senior","Computer Science","1239",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:39"
"1115","Sabryna Torp","trevion.batz@example.org",NULL,"$2y$12$OWFooKZxPG5yW.BxLSII/.PfiQOTMibyn.LKYpvzU40LdsH6FjurS","student",NULL,"+1-650-669-3367","1998-03-13","female","senior","Computer Science","1240",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:39"
"1116","Ilene Turcotte","gbins@example.com",NULL,"$2y$12$CzXxPwwBVa6GyWtJG0822umLVw6iqs6PVXxl2Dq4LOEqZsM.6A8oG","student",NULL,"1-785-463-6208","2000-10-03","female","senior","Computer Science","1241",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:39"
"1117","Tamara Powlowski","powlowski.cathrine@example.net",NULL,"$2y$12$wmQtIyQvUPtZFb8an9Iz4uP3wsHwivRRqAM.qHzKU7LlSCsOJvNKC","student",NULL,"320-934-3510","2002-01-02","female","senior","Computer Science","1242",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:39"
"1118","Darion Ortiz","qfranecki@example.org",NULL,"$2y$12$Q5U9dEkgEkagrkyNX4cF1ucByDZYgmdYjjH/r61Ncson58Z9WJede","student",NULL,"1-424-731-0748","1996-10-25","male","senior","Computer Science","1243",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:40"
"1119","Brent Greenfelder","kstracke@example.com",NULL,"$2y$12$KPX0VzIqMzq.TWuR6/WIRen6LIDTa79JViZPFucdgomcIT6S..oH2","student",NULL,"+1.662.712.9277","1999-09-09","male","senior","Computer Science","1244",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:41"
"1120","Makenzie Kreiger","aweimann@example.net",NULL,"$2y$12$EbvXUY5wXQIayjpMnTRRH.uPae8Kce372iZ51J2fkpxvvDU3y5Wwm","student",NULL,"+1-707-532-5591","2001-07-05","female","senior","Computer Science","1245",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:41"
"1121","Aletha Christiansen","dullrich@example.com",NULL,"$2y$12$X/7bIcSgiFLvKbf0nFwfee88EnWte2sGsbR6jtN/H/yX87QvanocK","student",NULL,"1-763-248-7495","1998-09-17","female","senior","Computer Science","1246",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:41"
"1122","Alphonso O'Keefe","matt.will@example.com",NULL,"$2y$12$RjtapW7qT.37fqT6SP6EneI6k/DqNEpW3TiCoNSyplsdkEFWUs9Oa","student",NULL,"+1 (479) 594-7214","1997-05-24","male","senior","Computer Science","1247",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:41"
"1123","Tevin Keeling","barrows.talon@example.org",NULL,"$2y$12$RcKyLeAD2Z.TbOzUQJ8BmODjPFhu.CXCaSZs.ygVfmBPTn9OKQ8Fi","student",NULL,"1-952-468-2514","1997-09-01","male","senior","Computer Science","1248",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:42"
"1124","Audrey Feeney","jschuppe@example.com",NULL,"$2y$12$HL0PHZRaok0ES4glhip0ke/j066mLruUULhqFuCBqKBpTHs.Yu82a","student",NULL,"1-320-330-8292","2003-04-09","female","senior","Computer Science","1249",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:42"
"1125","Dayana Schaefer","fbarton@example.net",NULL,"$2y$12$41r4IJZtgvb/vgT4HUiSb.Q0Qu3lSgrdV4ZsGry/W9dsnkJ/0AlFy","student",NULL,"+1-812-283-5075","2000-12-05","female","senior","Computer Science","1250",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:42"
"1126","Filiberto Stroman","janick97@example.net",NULL,"$2y$12$XHOcO4zFwsnijVDhNl9LluUAEWmvzaUllPg0GgOkVINaVxYktSReS","student",NULL,"1-920-810-8903","2006-05-14","male","senior","Computer Science","1251",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:43"
"1127","Mckayla Schultz","connelly.karine@example.net",NULL,"$2y$12$U8GLk0CuGwz41AFcd0tTZuCXZlzx8zG3a12PQl42.dkoZAfWXN8vi","student",NULL,"1-838-409-3956","2002-07-31","female","senior","Computer Science","1252",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:43"
"1128","Ward Green","geovany22@example.org",NULL,"$2y$12$gWrhkbivVurN4ZF06vryQeHiEDheXfSoyWXDbFCnIMpRMbZJXinAS","student",NULL,"1-667-431-9210","1998-09-14","male","senior","Computer Science","1253",NULL,"2025-04-29 11:02:12","2025-04-29 11:02:43"
"1129","Oda Padberg","pemmerich@example.net",NULL,"$2y$12$V06h04cK/x.hH3lwi7A4eOhed7F34Q4hLRlTBubdYBN.N7vFmLXCq","student",NULL,"+1-219-495-0081","1997-03-01","male","senior","Computer Science","1254",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:44"
"1130","Gus Skiles","gunner.christiansen@example.net",NULL,"$2y$12$1HP4glkQkJmhB.QWqAgMJ.pIIQhfsQ2EqZT/e4JM0AB7oJGJsHon.","student",NULL,"+1.234.685.8772","2001-05-03","male","senior","Computer Science","1255",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:44"
"1131","Tristin Turcotte","kassulke.alene@example.com",NULL,"$2y$12$zPHPyPKoZihEtPixC0/JveJTivzj28N2U4SZlKZI0ZKqK1.D1YdoS","student",NULL,"316.891.0789","1996-01-06","male","senior","Computer Science","1256",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:44"
"1132","Russel Tremblay","darlene.mertz@example.com",NULL,"$2y$12$5lwURnZA2gBPmzUU8FtGxeINL0B7tjv9Gxbt7vm7aBSLrcu26BeQ.","student",NULL,"219.731.9072","1998-08-11","male","senior","Computer Science","1257",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:45"
"1133","Idella Boyer","pouros.wayne@example.com",NULL,"$2y$12$mx/Hx21RVHYDy/ZnaZrwouAKWqoBk/W5G9PpnOVSpOah3vgp/Wtc.","student",NULL,"785-699-3667","2004-07-08","female","senior","Computer Science","1258",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:45"
"1134","Evie Wisozk","norbert30@example.com",NULL,"$2y$12$E/63ZTCcK4gUpp1Dbw8pGuTYNJanQnWy6uAsdE5iiUGgmN2xje6sS","student",NULL,"+1-361-952-2346","2001-07-15","female","senior","Computer Science","1259",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:45"
"1135","Jarvis Friesen","rusty87@example.com",NULL,"$2y$12$xS3m.a5jfxTc/AKYtT/pEeEU9FNDscxdo69sWo9q/MhEbNkbeiZz.","student",NULL,"+1-816-416-3173","1995-08-10","male","senior","Computer Science","1260",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:45"
"1136","Amir Farrell","hettinger.hannah@example.net",NULL,"$2y$12$5SNGYP3QrjLdYajfbJpOaO0dff4EpC26v3HznLD/0fpi67xWfFTAu","student",NULL,"520.219.2157","2003-05-05","male","senior","Computer Science","1261",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:46"
"1137","Leola McClure","bschaefer@example.net",NULL,"$2y$12$lEGIfVeVDi8e0DfZ6VJSr.xhe3QABMaJ5YmNLp9.nO0yxD3Ou1ru6","student",NULL,"+1-908-532-9379","1996-12-03","female","senior","Computer Science","1262",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:46"
"1138","Hester Schmeler","camille01@example.org",NULL,"$2y$12$W7Jagp0HucG6Gfv6mXSf.eRg4AfOTNY0LTtc2n5hRJ7pfhQQ6OIQK","student",NULL,"1-612-552-7045","2001-10-26","male","senior","Computer Science","1263",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:46"
"1139","Benedict Hessel","albina32@example.com",NULL,"$2y$12$tYo6f1qWmxUV/w223u8.vOpZ.NUwN2a5c/2dsN1wnzfNd1qjBBQl6","student",NULL,"301.446.9759","2005-02-16","male","senior","Computer Science","1264",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:46"
"1140","Mina Wisoky","lubowitz.lacy@example.org",NULL,"$2y$12$qhK/2jVRFDnvLC/kE/.AGeAIlFRI/lHrSOzQsHsnrUC0nTMSsSjve","student",NULL,"407.645.0415","2001-09-11","female","senior","Computer Science","1265",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:47"
"1141","Gerardo D'Amore","terrell.keeling@example.org",NULL,"$2y$12$k8I.N/nW1xaJFwLOAnUNiuahzy3OD5a7wMgAvz3vdz1APB97GiHpe","student",NULL,"(267) 668-3283","2001-10-28","male","senior","Computer Science","1266",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:47"
"1142","Lelah Homenick","citlalli49@example.net",NULL,"$2y$12$Rnq1TULnV/tAwoe6ohN2P.D3cq3Vao3L6gkltQ5iAkhIpFoMhiZHS","student",NULL,"212-302-5581","2002-06-30","female","senior","Computer Science","1267",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:47"
"1143","Tyler Brown","molly32@example.com",NULL,"$2y$12$4qYNMB4C4jHG254KK5e16.C9nfHiAn67hPgQ5yISN5e.gVhQFMXie","student",NULL,"+1-530-642-4944","1998-11-26","male","senior","Computer Science","1268",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:47"
"1144","Jordyn Fahey","denesik.raul@example.com",NULL,"$2y$12$Qw4dI27f0ThafOgmqz88/exOHdgme9eQk8aZbmLO8r4PynY8EdkWa","student",NULL,"409-608-2519","2001-08-20","male","senior","Computer Science","1269",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:48"
"1145","Idella Murray","tyra79@example.net",NULL,"$2y$12$LRE4XKvgY3dMinRAU1Ee2uxcd0mrj6osefMLSg5/.9gDG3bDlP3jS","student",NULL,"+1-435-249-2961","2000-08-18","female","senior","Computer Science","1270",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:48"
"1146","Elmo Satterfield","littel.lexi@example.com",NULL,"$2y$12$MNtxNDTR1H47jQn2RXfac.b5PoSo1R/keTpE3F6TlLT654xE2xcse","student",NULL,"828-995-5209","2001-04-14","male","senior","Computer Science","1271",NULL,"2025-04-29 11:02:13","2025-04-29 11:02:48"
